,Unnamed: 0,keyword,text,Sentiment
83,88.0,aftershock,darkake yeek possessor was killed by possession aftershock on ritches tunnels  ,
84,89.0,aftershock,check out my latest video superzero vol   closer look  a closer look at superzero vol  by am,
85,90.0,aftershock,might be a small aftershock i didnt feel anything,
86,91.0,aftershock,stay informed stay engaged with whats going on in puertorico after the earthquake the usgs day aftershock s ,
87,92.0,aftershock,this isnt good i feel for the people of puerto rico ,
88,93.0,aftershock,aftershock vapor  pro review  aussie aussie aussie  powerupau,
89,94.0,aftershock,puerto rico worker explains earthquake aftershock pleading to go viral  via,
90,95.0,aftershock,this is an unfathomable number i lived through a large earthquake and we slept under the table for one terrible night,
91,96.0,aftershock,nah i need calm down  ,
92,97.0,aftershock,thinking about how some spat blood at me during marilyn mansons set at aftershock ,
93,98.0,aftershock,if two quakes have about the same magnitude you cannot say one is the others preshock or aftershock only when one is obv,
94,99.0,aftershock,an mm aftershock happens within  days after an mm main shock if you can predict it then you can say it is an,
95,100.0,aftershock,i dont think silivri m is an aftershock of the silivri m a few months ago  quake professors always say such nonsen,
96,101.0,aftershock,i think its an aftershock from s lyrical beat down brent never recovered,
97,102.0,aftershock,apex is all about separating from monarch theyre separation well from my theory on how mechagod ,
98,104.0,aftershock,or sending my mate simon to the bar and asking for a guiness but ending up with a carlsberg export and a mint after,
99,105.0,aftershock,usgs earthquake experts are in puertorico installing temporary seismometers to help track seismic events including a jan  ma,
100,107.0,aftershock,over the weekend puerto rico was struck by a  aftershock causing more damage to homes and schools and leaving thou,
101,108.0,aftershock,how could you leave when i gave you my all ,
102,109.0,aftershock,for the full experience start with this one st in the series food was running low to save the young the governor,
103,110.0,aftershock,the magnitude  quake in puertorico this morning caused our day aftershock forecast to change we now estimate an increased,
104,111.0,aftershock,we continue to update our day aftershock forecast scenarios for puertorico forecasts are posted in both english ,
105,112.0,aftershock,another  aftershock has hit puerto rico after last night people cannot go home if they even have one they have no po,
106,113.0,aftershock,aftershock comics we prefer working in partnership with our creators to build out that team from the ground up,
107,114.0,aftershock,did the other earthquakeaftershock mess up the power again,
108,115.0,aftershock,aftershock forecast for puerto rico,
109,116.0,airplane%20accident,like iran shooting an airplane was an accident,
110,117.0,airplane%20accident,bing bong airplane accident remix,
111,118.0,airplane%20accident,morgan is surprised to see shaun back at work already and offers her condolences on his dad shaun says the airplan ,
112,119.0,airplane%20accident,thats a load of rubbish there was never an imminent threat jesus christiran sho ,
113,120.0,airplane%20accident,actually blocking the internet was just an accident you know just like when iran shot down the ukrainian airplane,
114,121.0,airplane%20accident,conclusion  on previous page is incorrect imho the witness observations of a streak of light we ,
115,122.0,airplane%20accident,the celebrities in iran that are very sadly about our compatriots that killed with downing uk airplanenot only di ,
116,123.0,airplane%20accident,so iranian radars cannot tell the difference between an incoming missile and an out going ukrainian airplane what ,
117,124.0,airplane%20accident,had a look at your timeline i see you hate my coun ,
118,125.0,airplane%20accident,military mistakes  usmilitary shot down an iranian passenger airplane  iranian military shot down an ukr ,
119,126.0,airplane%20accident,secret antispying services in the middle east should be on high alert the demolition of the commercial airplane u,
120,127.0,airplane%20accident,my friend i live here  believe me its our basic rights that know what happened ,
121,128.0,airplane%20accident,secret antispying services in the middle east should be on high alert the demolition of the commercial airpl ,
122,129.0,airplane%20accident,how is it that iran fired between  and  surface to surface missilesthen fired a surface to air missile at ,
123,130.0,airplane%20accident,basically you killed the general put the whole country into a confusing status they shoot a civ ,
124,131.0,airplane%20accident,no i was referring to the shooting down of the airplane i really do,
125,132.0,airplane%20accident,no i was referring to the shooting down of the airplane i ,
126,133.0,airplane%20accident,and anyone who believes that incident was an accident is an idiot an airplane at approx  fee,
127,134.0,airplane%20accident,and anyone who believes that incident was an accident is an idiot an airplane at approx  ,
128,135.0,airplane%20accident,iran did not blow up an airplane by accident they intended for it to be shot down the accident is that it was a civilian aircraft,
129,136.0,airplane%20accident,but the airplane accident,
130,137.0,airplane%20accident,mr m u hold ptrump accountable for the airplane accidentwe r very sad toobut pls dont tweet abo ,
131,138.0,airplane%20accident,just dial  tollfree from your phone in the event that you wish to report fire flood theft armed robbery kidnap,
132,139.0,airplane%20accident,just dial  tollfree from your phone in the event that you wish to report fire flood theft armed robbery k ,
133,140.0,airplane%20accident,so iran can shoot down a commercial airplane and claim it was an accident does anyone really believe that ,
134,141.0,airplane%20accident,you may be unaware that cnd is currently in mourning  canadians were downed in an airplane by accident in iran flag,
135,142.0,airplane%20accident,sorry for your loss iran should never have shot the airplane out of the sky accident they say,
136,143.0,airplane%20accident,it wasnt iranians knew when takeoff was happening amp they knew the airplane manufacturer was american ,
137,144.0,airplane%20accident,mass antigovernment protests erupt in iran after leaders admit to shooting down airliner still cannot believe w ,
138,145.0,airplane%20accident,i read the whole thread hes blaming trump for iran shooting down an ai ,
139,146.0,airplane%20accident,airplane accident answers the us designated the iranian government as terrorists and ha ,
140,147.0,airplane%20accident,hey got some swamp land for sale you are either naive or just plain stupid which is it iran downing t ,
141,148.0,airplane%20accident,perhaps prodded by others zelensky decides ukraine has nothing to lose by piling onto iran never seen so many op ,
142,149.0,airplane%20accident,as a canadian i am very concerned the airplane that was shot down by accident had  canadians  many of iranian,
143,150.0,airplane%20accident,shooting an airplane down by accident is bullshit just like accidental shootings of firearms especially since ,
144,151.0,airplane%20accident,odd how the iranians accidentally blew up the airplane after take off was someone just playing with ,
145,152.0,airplane%20accident,as a canadian i am very concerned the airplane that was shot down by accident had  canadians  many ,
146,153.0,airplane%20accident,and no excuse for shooting down a commercial airplane with innocent civilians on oh sorry jeremy as you say it was an,
147,154.0,airplane%20accident,you beat me to this response you have to track an airplane with a surface to air missile,
148,155.0,airplane%20accident,it is unimaginable to have  people gone in one accident how could anyone point a surface to air missile at a ,
149,156.0,airplane%20accident,so it was just an accident that iran rocketed an airplane killing  people and libs defending it like thats ok b,
150,157.0,airplane%20accident,and no excuse for shooting down a commercial airplane with innocent civilians on oh sorry jeremy as you say it ,
151,158.0,airplane%20accident,well lets see we know so far the body count of demonstrators was over ,
152,159.0,airplane%20accident,you beat me to this response you have to track an airplane with a surface to air missi ,
153,160.0,airplane%20accident,good lord yeah it was an accident the airplane didnt give the missile the right away ,
154,161.0,airplane%20accident,the iranian leadership has downed the commercial airplane on purpose who are they kidding by saying it was by accident,
155,162.0,airplane%20accident,ooh look nyt became a lawyer for the iranian regime what a stupid newspaper its now time there are vi ,
156,163.0,airplane%20accident,how exactly does one accidentally fire a rocket at an airplane leaving your own countries airport this ,
157,164.0,airplane%20accident, so they saying shooting down that airplane w innocent ppl was an accident bruh,
158,165.0,airplane%20accident,there were  nuclear physicists on that airplane it was no accident,
159,166.0,airplane%20accident,and his murderous friends shoot down an airplane by accident killing around  innocent people but wa ,
160,167.0,airplane%20accident,yup and the us once shot down an iranian airplane by accident and weve been supp ,
161,168.0,airplane%20accident,united states downs an iranian terrorist and the world press dedicates tons of articles on the life he lived but the ira,
162,169.0,airplane%20accident,besides the airplane being shot down by accident other things are habbening also highlevel proiran militi,
163,170.0,airplane%20accident,cbc news just said there was an operator on a missile launcher that shot down the airplane cockpit was taken out ,
164,171.0,airplane%20accident,consider gt how does a person with a video camera know where and when to record an attack before there was any indication,
165,172.0,airplane%20accident,besides the airplane being shot down by accident other things are habbening also highlevel proir ,
166,173.0,airplane%20accident,yeah yer well prepared hit a few buildings amp knocked down yer own airplane by accident better keep d ,
167,174.0,airplane%20accident,if the shooting down of the plane was an accident human error why were the iranians shooting mi ,
168,175.0,airplane%20accident,this attack n on an airplane that had just taken off was no accident iran wants the world to know there will be co ,
169,176.0,airplane%20accident,grover airplane accident doctor,
170,177.0,airplane%20accident, trump in accident  crash  airplane  ukraine is the main factor as the most powerful person in the world whose count,
171,178.0,airplane%20accident, trump in accident  crash  airplane  ukraine is the main factor as the most powerful person in the world whose ,
172,179.0,airplane%20accident,although its late i extend my condolences to all the families of the victims of the ukrainian airplane falling inclu,
173,180.0,airplane%20accident,iranian military admitted it shot down ukrainian airplane by missiles accidentally it is not an accident it is a crim,
174,181.0,airplane%20accident,so much talk about ukraine airplane within iran usa conflict while conflict wise this is irrelevant what is mo ,
175,182.0,airplane%20accident,although its late i extend my condolences to all the families of the victims of the ukrainian airplane falling ,
176,183.0,airplane%20accident,iran shot down an airplane full of innocent people say what you want about trump but thats not an appropriate r ,
177,184.0,airplane%20accident,she is still silent about the killing of  innocent people in iran iranian military admitted it shot down ukrainian a,
178,185.0,airplane%20accident,the iranians chose the day and time to send missiles inside iraq and they also controlled the ,
179,186.0,airplane%20accident,was the airplane on a routine flight path from the airport one would think those that shot it down would be fam,
180,187.0,airplane%20accident,germanys foreign minister heiko maas says it must be assumed the airplane crash in iran was a terrible accident ,
181,188.0,airplane%20accident,how about some compassion for the families of the ukrainian airplane shot down by accident ,
182,190.0,ambulance,fire engulfs ambulance conveying corpse of catholic priests mother streetjournal ,
183,191.0,ambulance,is it racist to be concerned that this is correct   residents in birmingham cant speak english birmingham is england,
184,192.0,ambulance, waarland ambulance  p a  rit  sabinahof waarland ,
185,193.0,ambulance,usdjpy despite richter scale overbought fxstreet line up swissquote bullish long jason sen mr ambulance chaser b,
186,194.0,ambulance,usdjpy despite richter scale overbought fxstreet line up swissquote bullish long jason sen mr ambulance cha ,
187,195.0,ambulance,the untamed boys singing love siren from my ambulance  theuntamedboysinbkk ,
188,196.0,ambulance,or pulling over for an ambulance,
189,197.0,ambulance,i hope theres going to be an ambulance waiting at the bottom because theres no way that fat lump can cli ,
190,198.0,ambulance, my ambulance cover is coming  theuntamedboys ambassador for thai spring festival  the delightful,
191,199.0,ambulance,when driving drunk you can choose your way to come back home  a taxi b ,
192,200.0,ambulance,yer severe ambulance ramping under fundingresourcing ,
193,201.0,ambulance,zulaykhas son was an ambulance driver who was killed in a suicide attack in maimana faryab everyday she visits the ambu,
194,202.0,ambulance,first of all he was not taken to no damn hospital  that man died in walmart with the ambulance outside they was more focuse,
195,203.0,ambulance,jinu  are you okay you hit your head and fainted do you remember anything yoon  only the ambulance ride to the hospi,
196,204.0,ambulance,what has it come to weve recently had fuel stolen from ambulance vehicles and damage to a staff car whilst on an ambulanc,
197,205.0,ambulance,theyve gone ambulance chasing in australia,
198,206.0,ambulance,and drumroll its beach girl henry tried to keep pressure on the wound and calls for an ,
199,207.0,ambulance,what racism absolutely delighted ,
200,208.0,ambulance,the norovirus is like a detox gets all the crap out the system much like flushing out the central h ,
201,209.0,ambulance,ooh guys do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in transit,
202,210.0,ambulance,iranprotests tehran right now valiasr intersection is where the special forces are heading to the paradise ambulance ,
203,211.0,ambulance,are you one of those who silently pray for an unknown ambulance passed by ,
204,212.0,ambulance,long night moms sugar dropped to  so dad called an ambulance no fun at hospital with late shift,
205,213.0,ambulance,if you have norovirus theres no place like home the winter bug is unpleasant  but usual goes away after a coupl ,
206,214.0,ambulance,i dont understand how jongkook danced like that and was not breathing heavily at the end of his sequence while lyi ,
207,215.0,ambulance,unilorin did not have oxygen a whole university of ilorin not having oxygen they had to refer us to uith thinking maybe t,
208,216.0,ambulance,ambulance nurses ,
209,217.0,ambulance,angels over africa a netcare  air ambulance with doctor and paramedic has been activated for an interhospitaltrans,
210,218.0,ambulance,for all your ambulance  needs call us today on our tollfree number  ,
211,219.0,ambulance,what a lovely message to receive  thank you so much ,
212,220.0,ambulance,timely action during accidents can save someones life if you find someone with injury then call for an ambulance ,
213,221.0,ambulance,when technical brains speak to a raging debate mostly their disposition amp knowledge calms the storm even more ,
214,222.0,ambulance,just got back from the hospital bc i accidentally blended my finger while cooking and i promised the ambulance doctors i w,
215,223.0,ambulance,another race baiting ambulance chaser exposed this is racism in action but you and peop ,
216,224.0,ambulance,ooh guys do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in t ,
217,225.0,annihilated,nicki minaj single handedly annihilated the male species the day this dropped ,
218,226.0,annihilated,you must be annihilated,
219,227.0,annihilated,basically let people work hard for their money save invest wisely  then snatch it from them to fu ,
220,228.0,annihilated,thanks no offence taken but really the choice for centre left parties is either re ,
221,229.0,annihilated,the commonest line in most naija songs that has now become annoying is the way you whyne e dey blow my mind please,
222,230.0,annihilated,which quranic verse did the leader choose for qasem soleimani  unique moment a soldier of islam who tirelessly foug,
223,231.0,annihilated,shes not wrong the only way aca was passed was because ,
224,232.0,annihilated,you get ready by picking your weapon of choice i chose a lute of course thinking everything will ,
225,233.0,annihilated,actually impossible to tell whether dan or boris is less across their briefs a journalist almost any journalist ,
226,234.0,annihilated,zero chance of any of those candidates winning the next election the deluded hard left will ,
227,235.0,annihilated,good riddance to bad rubbish just like well be saying about you when youre annihilated at fedelection,
228,236.0,annihilated,havent the likes of understood yet that it was these sht policies plus out of touch ,
229,237.0,annihilated,all the breasts that have perished in the name of a a bottle of poison it makes me want to cry it makes me want t ,
230,238.0,annihilated, yall this beautiful delicate tender vampire taejin annihilated me tonight it is the most ,
231,239.0,annihilated,just reminiscing about the time i annihilated a pb and made it look easy kg feeling fiine bring on gpc  ,
232,240.0,annihilated,titans raise your tridents and drink to victory we annihilated our enemies yesterday and sent them to hades where they,
233,241.0,annihilated,all the promises that have perished in the name of a almond it makes me want to cry it makes me want to curse des ,
234,242.0,annihilated,sne you really tryna see me get annihilated  dm me your psn bro,
235,243.0,annihilated,titans raise your tridents and drink to victory we annihilated our enemies yesterday and sent them to hades where ,
236,244.0,annihilated,i will appreciate the bbc igbo when it starts to expose how britain partook in the biafra genocide were over  millio,
237,245.0,annihilated,polls mean shit all hugh they were wrong massively we have effectively now had  votes leave won ,
238,246.0,annihilated,piers morgan annihilated with simple logic ,
239,247.0,annihilated,piers morgan annihilated with simple logic  vegan advocacy on good morning britain ,
240,248.0,annihilated,piers morgan annihilated with simple logic  vegan advocacy ,
241,249.0,annihilated,all the apples that have perished in the name of a adderall pill it makes me want to cry it makes me want to curs ,
242,250.0,annihilated,we win the federal judge lifted the tro we can build in the floodplain this will change the game the judge absolutely,
243,251.0,annihilated,oppenheimer annihilated him i was done when he referenced mistress deaths dislike of thanos ,
244,252.0,annihilated,and i lost  in our big team event  points out of  with a pretty nice list its like i was annihilated inside,
245,253.0,annihilated,theyd get annihilated by  miami ,
246,254.0,annihilated,being an ally of the us means you too can be annihilated at any minute just look at the kurds,
247,255.0,annihilated,the pores on my nose after getting annihilated by my fingers at am ,
248,256.0,annihilated,that moment when doc ockin spideys body realizes that spidey has been holding back in their fights all this time and pete,
249,257.0,annihilated,the best way to describe my current emotional state is toddler in a wave pool fine for the most part but gets annihilated w,
250,258.0,annihilated,nicki minaj single handedly annihilated the male species the day this dropped  ,
251,259.0,annihilated,answer  soooooo happy i did not renew my season tickets i would have lost my mind i am very di ,
252,260.0,annihilated,machines changed music pretty much annihilated the concept of a live band playing real instruments however machines have n,
253,261.0,annihilated,lsu would have annihilated the ohio state university they couldnt even dominate wisconsin ,
254,262.0,annihilated,should mention the  florida state team as well they annihilated everybody they played except auburn who they ,
255,263.0,annihilated,machines changed music pretty much annihilated the concept of a live band playing real instruments however machi ,
256,264.0,annihilated,im getting absolutely annihilated but im hooked on tarkov,
257,265.0,annihilated,and disney amp the psychreylos wonder why were upset w star wars which is ,
258,266.0,annihilated,thot status annihilated,
259,267.0,annihilated,president trump is a great president he annihilated the terrorists at the risk of inti ,
260,268.0,annihilated,you think they wouldve learned with clinton getting annihilated after s ,
261,269.0,annihilated,the antichrist  he singlehandedly annihilated the american movie industry,
262,270.0,annihilated,that was before auspol was onto theliarfromtheshire and his manipulation of the election ,
263,271.0,annihilated,a devastating and thorough refutation of and ned flanders stream where they annihilated orthodox straw men,
264,272.0,annihilated,a devastating and thorough refutation of and ned flanders stream where they annihilated orthodox ,
265,273.0,annihilated,maybe my current thinking is itll be a related to upcoming title or story arc xfactor just tonally feel ,
266,274.0,annihilated,just annihilated this  yo graduate broad made her call me the gaud snatched her souls and didnt bust ,
267,276.0,annihilated,this guy just annihilated the best defense in college football and all we had to do was lose two games i am sick,
268,277.0,annihilated,broke destroyed annihilated shattered his ankle and abou was never d same again,
269,278.0,annihilated,clown in photo on leftfar leftjoked about predator drone strikes at fake news corespondents dinner after he c ,
270,279.0,annihilated,lsu was the best team in the country start to finish this season they annihilated oklahoma in the semifinals and d ,
271,280.0,annihilated,all valid and total body of work matters but lsu proved to me they were the worthy  seed when t ,
272,281.0,annihilated,if all else perished and he remained i should still continue to be and if all else remained and he were annihilated,
273,282.0,annihilated,bernie sanders is the most coddled politician today he will get annihilated if win the nomination,
274,283.0,annihilation, irans government is dominating headlines a crushing and cruel islamic regime purveyor of proxy wars state sponsored ter,
275,284.0,annihilation,lots of talk about violence carried out in the name of hindus cow vigilantes and lynching extremely ,
276,285.0,annihilation,  x us navy ebs airborne probably nothing or imminent global annihilation  ,
277,286.0,annihilation,you are just deflecting the issue which is discouraging statisticsof bengali hindus f ,
278,287.0,annihilation,i want u like annihilation,
279,288.0,annihilation,i loved and hated uncutgems like several movies recently it evoked clockwork orange  grotesque but compelling  ,
280,289.0,annihilation,only if surajmal and bhau had somehow forged an alliance it would hv resulted in annihilation of ummah,
281,290.0,annihilation,what in the annihilation is this ,
282,291.0,annihilation,aus vic bushfire appeal  doggos  animal farm  tomb of annihilation ,
283,293.0,annihilation,anyone know of an official site where we can oppose the total annihilation of south africa  new health system reform,
284,294.0,annihilation,two alien races go to war and earth is caught in the middle now its up t ,
285,295.0,annihilation,the strangest part is the palpable disappointment that they will no longer rely on public funds after years of austerity ,
286,296.0,annihilation,like the iraniraq war i root for mutual annihilation ,
287,297.0,annihilation,we need political autonomy nothing less will prevent our demographic annihilation,
288,298.0,annihilation,terrible high elf shortsword of annihilation,
289,299.0,annihilation,simple the arabs rejected out of hand the  un partition plan and instead waged a war ,
290,300.0,annihilation,russia blames trumps iran strike on impeachment for trump the annihilation of an iranian general presents a decen,
291,301.0,annihilation,complete nuclear annihilation except its all of the pops in your back happening at once,
292,302.0,annihilation,you know which movie should be in the oscars this year annihilation,
293,303.0,annihilation,annihilation ,
294,304.0,annihilation,the biggest fs in the chat of all  film twitter is that this fake cats trailer w the annihilation score dubbed over t,
295,305.0,annihilation, nexus the araphym the darkening part  a horrorparanormal ebook novelette by e h  james the only thing standing,
296,306.0,annihilation,dying for salvation with dedication no capitulation annihilation papal commendation reincarnation heaven is your ,
297,307.0,annihilation,watch this thing scam wick  that will really start the party to annihilation ,
298,308.0,annihilation, nexus the araphym the darkening part  a horrorparanormal ebook novelette by e h  james the only thing ,
299,309.0,annihilation, data assimilation in agentbased models using creation and annihilation operators ,
300,310.0,annihilation,happy to see people regaining conscience afterall those who have soul cant just stand and watch the ,
301,311.0,annihilation,new annihilation  ft tragedy khadafi p sways amp grand surgeon djkool real kings of the trap vol  h,
302,312.0,annihilation,annihilation one a my favs,
303,313.0,annihilation,starting annihilation rn for the first time somehow,
304,314.0,annihilation,you need to survive to practice faith why do you think hindugenocide ,
305,315.0,annihilation,you also need to survive to practice faith why do you think hindugen ,
306,316.0,annihilation,are you speaking about the atrocities and annihilation of christians across the middle east committed by muslims daily sat,
307,317.0,annihilation,yeah i was surprised too when i heard it first another gem of an electronic score is this ,
308,318.0,annihilation,you dont understand systemic oppression that the cost for oppressed is total complete anni ,
309,319.0,annihilation,i dont get your bias flipping short annihilation incoming,
310,320.0,annihilation,annihilation on hulu,
311,321.0,annihilation,if we cannot yet see the dangers lurking we are hastening our annihilation and then n ,
312,322.0,apocalypse,over the weekend i drove through some of the burned out landscape with a big bag of sweet potatoes for the roos the severit,
313,323.0,apocalypse,no amount of scifi media couldve prepared me for this aspect of the climate apocalypse ,
314,324.0,apocalypse,the four horsemen of the apocalypse ,
315,325.0,apocalypse,two days thats how long they had two days and they were done  stage  bravo free on ki,
316,326.0,apocalypse,i will never understand why the smell of girls perfume lasts for a  secs meanwhile boys can go through an apocalypse and st,
317,327.0,apocalypse,when the apocalypse happens i want and his army of followers on my team everyone in heelys theres hundred,
318,328.0,apocalypse,no amount of scifi media couldve prepared me for this aspect of the climate apocalypse,
319,329.0,apocalypse,eskenfilme kauft einen ford falcon und viel sprit die apocalypse kommt ohne tempolimit ,
320,330.0,apocalypse,euroleague bet   units ,
321,331.0,apocalypse,the apocalypse is coming ,
322,332.0,apocalypse,i like this review of s apocalypsecow  its fair about monbiots views  ,
323,333.0,apocalypse,ancient viking runestones warning of ragnarok apocalypse predicts extreme climate change ,
324,334.0,apocalypse,it also made me think of what life is basically like now a calm foreground with an inferno on the horizon people w,
325,335.0,apocalypse,it really is not a nice night outside any moment now i expect the four riders of the apocalypse to arrive  ,
326,336.0,apocalypse,apocalypse,
327,337.0,apocalypse, ,
328,338.0,apocalypse,yea but lets be honest kids value pretty much any game they see on roblox the same theyll play whatever they f ,
